,time_brute_force,total_time_with_analysis,analysis_time,time_mc_refined,diff
0,7.5664448738098145,5.207108736038208,1.666368007659912,3.540740728378296,1.453099072320639
1,62.32281184196472,30.98756194114685,2.212449073791504,28.775112867355347,2.011220242506699
2,13.118680715560911,11.787491083145142,1.4152040481567385,10.372287034988403,1.1129323978296983
3,10.098616123199465,3.2107558250427246,0.9503309726715088,2.260424852371216,3.145245753175604
4,33.537113189697266,15.940048217773438,1.888444185256958,14.05160403251648,2.1039530578271894
5,5.68927001953125,6.215764284133911,2.819854974746704,3.395909309387207,-1.092541620066407
6,12.72981309890747,7.452377796173096,5.681785821914673,1.7705919742584229,1.708154557790188
7,27.970794200897217,8.355587005615234,1.2197701930999756,7.135816812515259,3.3475558547951096
8,64.72107696533203,27.566627979278564,1.275602102279663,26.2910258769989,2.3478053613950145
9,92.47540998458862,18.119877338409424,1.5327889919281006,16.587088346481323,5.103533995153755
10,16.799471855163574,12.636200904846191,5.835586071014404,6.800614833831787,1.3294717282249524
11,55.58587813377381,19.378041982650757,7.666132926940918,11.71190905570984,2.8684981786880264
12,388.5098609924317,161.2433638572693,102.13898801803587,59.1043758392334,2.4094626389482667
13,373.72285175323486,91.90240097045898,14.485789060592651,77.41661190986633,4.066518913617545
14,1768.5293860435486,1003.5671038627625,692.7212300300598,310.84587383270264,1.7622432812279532
15,1568.6356117725372,643.0048496723175,383.28751373291016,259.71733593940735,2.4395393169614996
16,2.4970951080322266,2.3442747592926025,0.9312748908996582,1.4129998683929443,1.0651887532098576
17,14.3664288520813,10.449699640274048,0.8570806980133057,9.592618942260742,1.3748173963500192
18,0.897691011428833,1.540660381317139,0.7569122314453125,0.7837481498718262,-1.7162479758652225
19,8.885619878768921,5.374074220657349,0.8260810375213623,4.547993183135986,1.653423364458492
20,12.968794822692873,13.689487934112549,0.7611789703369141,12.928308963775637,-1.0555713249590937
21,0.2002880573272705,0.713690996170044,0.6002812385559082,0.1134097576141357,-3.563322774676842
22,9.72473692893982,3.9564807415008545,0.8226368427276611,3.133843898773194,2.457926011602632
23,71.62983703613281,28.376418590545654,0.9078917503356934,27.46852684020996,2.524273343641687
24,45.79208183288574,10.517404079437256,0.9718711376190186,9.545532941818236,4.353933868758981
25,37.42066502571106,15.222861289978027,0.8428821563720703,14.379979133605955,2.4581886619663913
26,15.636391162872314,5.195636749267578,0.9026648998260498,4.292971849441528,3.0095235516756547
27,49.880751848220825,25.203759908676147,0.8960816860198975,24.30767822265625,1.9790996275539772
28,1.7137680053710938,2.003544807434082,0.7604358196258545,1.2431089878082275,-1.169087531774898
29,3.8268537521362305,3.842287063598633,2.5445759296417236,1.2977111339569092,-1.004032898161783
30,1.055204153060913,2.2516720294952393,2.093548059463501,0.1581239700317382,-2.1338733580261584
31,43.7937970161438,35.994409799575806,19.154278993606567,16.84013080596924,1.216683292211112
32,225.26434588432312,18.80828881263733,14.033992767333984,4.774296045303345,11.976865526063568
33,0.1034598350524902,4.67556095123291,4.652894020080566,0.0226669311523437,-45.19203948914832
34,0.0270099639892578,1.3104863166809082,1.2953760623931885,0.0151102542877197,-48.51862509709766
35,0.2024939060211181,5.03144907951355,5.012609004974365,0.0188400745391845,-24.84740987212138
36,0.5075569152832031,28.27894616127014,28.237087965011597,0.0418581962585449,-55.71581296550998
37,0.1474590301513672,26.5964777469635,26.53986883163452,0.0566089153289794,-180.365201911759
38,0.3373961448669433,27.097665071487427,27.077876091003414,0.0197889804840087,-80.31409215470956
39,0.2371430397033691,13.377994775772097,13.344692945480348,0.033301830291748,-56.41318755341075
40,17.41979217529297,7.243844747543335,4.339181661605835,2.9046630859375,2.4047716071221275
41,1.097423076629639,1.740799903869629,1.384387731552124,0.3564121723175049,-1.5862614345744424
42,99.1694929599762,22.55306124687195,7.160174131393433,15.392887115478516,4.3971632885859675
43,23.069440841674805,47.72156596183777,45.31043100357056,2.411134958267212,-2.0686052292879613
44,31.192543983459473,21.36871314048767,19.863311290740967,1.505401849746704,1.45972964204187
45,16.67245888710022,64.49170398712158,60.17695713043213,4.314746856689453,-3.8681579258246046
46,1286.4268560409546,101.77177214622498,10.986921072006226,90.78485107421876,12.640311050028936
47,10.439168930053713,25.556500911712646,23.39628791809082,2.160212993621826,-2.4481355827222115
48,1659.9605629444122,361.21067214012146,27.04204511642456,334.1686270236969,4.59554684004596
49,0.623333215713501,4.662900686264038,4.537221908569336,0.1256787776947021,-7.480590747801927
50,2208.814395904541,64.63808989524841,9.542779922485352,55.09530997276306,34.17202456762127
51,283.61163306236267,27.483358144760132,15.11079716682434,12.372560977935793,10.31939516155652
52,3094.681517124176,1100.2205126285553,10.636091709136965,1089.5844209194183,2.8127829663261052
53,5.462753772735596,2.4070520401000977,1.171947002410889,1.235105037689209,2.2694788819390985
54,23785.899754047394,519.7735197544098,17.702187061309814,502.0713326931,45.76204606438224
55,557.3978779315948,84.46842908859253,15.82459592819214,68.64383316040039,6.59889006988614
56,41.10544776916504,37.994563817977905,31.078752040863037,6.915811777114868,1.0818770802604964
57,162.53700494766235,22.952313899993896,18.69522905349731,4.257084846496582,7.081508455132516
58,531.5213768482208,18.276406049728394,3.847541093826294,14.4288649559021,29.08237951170492
59,119.02450704574584,37.108314037323,28.511253118515015,8.597060918807983,3.20748894509281
60,45.983607053756714,14.547430276870728,13.367991209030151,1.1794390678405762,3.1609436291210167
61,802.5449171066284,53.32995319366455,3.1596839427948,50.17026925086975,15.048670944679706
62,151.3756878376007,84.67141699790955,59.84709191322327,24.82432508468628,1.7878015179707931
